ID,question,result,expected,corrupt
56,Declarative,Frase 1,Frase 1,FALSE
56,Info-seeking wh-question,Frase 1,Frase 1,FALSE
56,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
56,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
56,Object wh question,Frase 1,Frase 2,FALSE
56,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
56,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
56,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
56,Yes/no question,Frase 2,Frase 2,FALSE
56,Counter-expectational,Frase 2,Frase 2,FALSE
56,Rhetorical question,Frase 1,Frase 1,FALSE
56,Surprise-disapproval question,Frase 2,Frase 2,FALSE
56,Declarative biased question,Frase 2,Frase 1,FALSE
56,Exclamative,Frase 1,Frase 1,FALSE
56,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
56,Subject wh-question,Frase 1,Frase 1,FALSE
57,Declarative,Frase 2,Frase 1,FALSE
57,Info-seeking wh-question,Frase 1,Frase 1,FALSE
57,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
57,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
57,Object wh question,Frase 2,Frase 2,FALSE
57,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
57,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
57,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
57,Yes/no question,Frase 1,Frase 2,FALSE
57,Counter-expectational,Frase 2,Frase 2,FALSE
57,Rhetorical question,Frase 1,Frase 1,FALSE
57,Surprise-disapproval question,Frase 2,Frase 2,FALSE
57,Declarative biased question,Frase 1,Frase 1,FALSE
57,Exclamative,Frase 1,Frase 1,FALSE
57,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
57,Subject wh-question,Frase 1,Frase 1,FALSE
58,Declarative,Frase 1,Frase 1,FALSE
58,Info-seeking wh-question,Frase 1,Frase 1,FALSE
58,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
58,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
58,Object wh question,Frase 1,Frase 2,FALSE
58,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
58,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
58,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
58,Yes/no question,Frase 1,Frase 2,FALSE
58,Counter-expectational,Frase 2,Frase 2,FALSE
58,Rhetorical question,Frase 1,Frase 1,FALSE
58,Surprise-disapproval question,Frase 2,Frase 2,FALSE
58,Declarative biased question,Frase 1,Frase 1,FALSE
58,Exclamative,Frase 1,Frase 1,FALSE
58,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
58,Subject wh-question,Frase 1,Frase 1,FALSE
59,Declarative,Frase 1,Frase 1,FALSE
59,Info-seeking wh-question,Frase 1,Frase 1,FALSE
59,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
59,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
59,Object wh question,Frase 1,Frase 2,FALSE
59,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
59,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
59,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
59,Yes/no question,Frase 2,Frase 2,FALSE
59,Counter-expectational,Frase 2,Frase 2,FALSE
59,Rhetorical question,Frase 1,Frase 1,FALSE
59,Surprise-disapproval question,Frase 2,Frase 2,FALSE
59,Declarative biased question,Frase 1,Frase 1,FALSE
59,Exclamative,Frase 1,Frase 1,FALSE
59,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
59,Subject wh-question,Frase 1,Frase 1,FALSE
60,Declarative,Frase 1,Frase 1,FALSE
60,Info-seeking wh-question,Frase 1,Frase 1,FALSE
60,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
60,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
60,Object wh question,Frase 2,Frase 2,FALSE
60,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
60,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
60,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
60,Yes/no question,Frase 1,Frase 2,FALSE
60,Counter-expectational,Frase 2,Frase 2,FALSE
60,Rhetorical question,Frase 1,Frase 1,FALSE
60,Surprise-disapproval question,Frase 2,Frase 2,FALSE
60,Declarative biased question,Frase 1,Frase 1,FALSE
60,Exclamative,Frase 1,Frase 1,FALSE
60,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
60,Subject wh-question,Frase 1,Frase 1,FALSE
61,Declarative,Frase 1,Frase 1,FALSE
61,Info-seeking wh-question,Frase 1,Frase 1,FALSE
61,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
61,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
61,Object wh question,Frase 1,Frase 2,FALSE
61,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
61,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
61,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
61,Yes/no question,Frase 2,Frase 2,FALSE
61,Counter-expectational,Frase 2,Frase 2,FALSE
61,Rhetorical question,Frase 1,Frase 1,FALSE
61,Surprise-disapproval question,Frase 2,Frase 2,FALSE
61,Declarative biased question,Frase 1,Frase 1,FALSE
61,Exclamative,Frase 1,Frase 1,FALSE
61,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
61,Subject wh-question,Frase 1,Frase 1,FALSE
62,Declarative,Frase 2,Frase 1,FALSE
62,Info-seeking wh-question,Frase 1,Frase 1,FALSE
62,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
62,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
62,Object wh question,Frase 2,Frase 2,FALSE
62,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
62,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
62,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
62,Yes/no question,Frase 1,Frase 2,FALSE
62,Counter-expectational,Frase 2,Frase 2,FALSE
62,Rhetorical question,Frase 1,Frase 1,FALSE
62,Surprise-disapproval question,Frase 2,Frase 2,FALSE
62,Declarative biased question,Frase 1,Frase 1,FALSE
62,Exclamative,Frase 1,Frase 1,FALSE
62,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
62,Subject wh-question,Frase 1,Frase 1,FALSE
63,Declarative,Frase 1,Frase 1,FALSE
63,Info-seeking wh-question,Frase 1,Frase 1,FALSE
63,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
63,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
63,Object wh question,Frase 1,Frase 2,FALSE
63,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
63,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
63,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
63,Yes/no question,Frase 2,Frase 2,FALSE
63,Counter-expectational,Frase 2,Frase 2,FALSE
63,Rhetorical question,Frase 1,Frase 1,FALSE
63,Surprise-disapproval question,Frase 2,Frase 2,FALSE
63,Declarative biased question,Frase 1,Frase 1,FALSE
63,Exclamative,Frase 1,Frase 1,FALSE
63,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
63,Subject wh-question,Frase 1,Frase 1,FALSE
64,Declarative,Frase 2,Frase 1,FALSE
64,Info-seeking wh-question,Frase 1,Frase 1,FALSE
64,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
64,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
64,Object wh question,Frase 2,Frase 2,FALSE
64,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
64,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
64,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
64,Yes/no question,Frase 1,Frase 2,FALSE
64,Counter-expectational,Frase 2,Frase 2,FALSE
64,Rhetorical question,Frase 1,Frase 1,FALSE
64,Surprise-disapproval question,Frase 2,Frase 2,FALSE
64,Declarative biased question,Frase 1,Frase 1,FALSE
64,Exclamative,Frase 1,Frase 1,FALSE
64,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
64,Subject wh-question,Frase 1,Frase 1,FALSE
65,Declarative,Frase 1,Frase 1,FALSE
65,Info-seeking wh-question,Frase 1,Frase 1,FALSE
65,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
65,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
65,Object wh question,Frase 1,Frase 2,FALSE
65,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
65,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
65,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
65,Yes/no question,Frase 1,Frase 2,FALSE
65,Counter-expectational,Frase 2,Frase 2,FALSE
65,Rhetorical question,Frase 1,Frase 1,FALSE
65,Surprise-disapproval question,Frase 2,Frase 2,FALSE
65,Declarative biased question,Frase 1,Frase 1,FALSE
65,Exclamative,Frase 1,Frase 1,FALSE
65,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
65,Subject wh-question,Frase 1,Frase 1,FALSE
66,Declarative,Frase 1,Frase 1,FALSE
66,Info-seeking wh-question,Frase 1,Frase 1,FALSE
66,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
66,"Disapproval echo-question 
(wh-to-HLP)",Frase 2,Frase 1,FALSE
66,Object wh question,Frase 1,Frase 2,FALSE
66,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 1,Frase 2,FALSE
66,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
66,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
66,Yes/no question,Frase 1,Frase 2,FALSE
66,Counter-expectational,Frase 2,Frase 2,FALSE
66,Rhetorical question,Frase 1,Frase 1,FALSE
66,Surprise-disapproval question,Frase 2,Frase 2,FALSE
66,Declarative biased question,Frase 1,Frase 1,FALSE
66,Exclamative,Frase 1,Frase 1,FALSE
66,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
66,Subject wh-question,Frase 1,Frase 1,FALSE
67,Declarative,Frase 1,Frase 1,FALSE
67,Info-seeking wh-question,Frase 1,Frase 1,FALSE
67,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
67,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
67,Object wh question,Frase 1,Frase 2,FALSE
67,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
67,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
67,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
67,Yes/no question,Frase 1,Frase 2,FALSE
67,Counter-expectational,Frase 2,Frase 2,FALSE
67,Rhetorical question,Frase 1,Frase 1,FALSE
67,Surprise-disapproval question,Frase 2,Frase 2,FALSE
67,Declarative biased question,Frase 1,Frase 1,FALSE
67,Exclamative,Frase 1,Frase 1,FALSE
67,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
67,Subject wh-question,Frase 1,Frase 1,FALSE
68,Declarative,Frase 1,Frase 1,FALSE
68,Info-seeking wh-question,Frase 1,Frase 1,FALSE
68,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
68,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
68,Object wh question,Frase 2,Frase 2,FALSE
68,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
68,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
68,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
68,Yes/no question,Frase 2,Frase 2,FALSE
68,Counter-expectational,Frase 2,Frase 2,FALSE
68,Rhetorical question,Frase 1,Frase 1,FALSE
68,Surprise-disapproval question,Frase 2,Frase 2,FALSE
68,Declarative biased question,Frase 1,Frase 1,FALSE
68,Exclamative,Frase 1,Frase 1,FALSE
68,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
68,Subject wh-question,Frase 1,Frase 1,FALSE
69,Declarative,Frase 1,Frase 1,FALSE
69,Info-seeking wh-question,Frase 2,Frase 1,FALSE
69,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
69,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
69,Object wh question,Frase 1,Frase 2,FALSE
69,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 1,Frase 2,FALSE
69,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
69,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
69,Yes/no question,Frase 1,Frase 2,FALSE
69,Counter-expectational,Frase 2,Frase 2,FALSE
69,Rhetorical question,Frase 1,Frase 1,FALSE
69,Surprise-disapproval question,Frase 2,Frase 2,FALSE
69,Declarative biased question,Frase 1,Frase 1,FALSE
69,Exclamative,Frase 1,Frase 1,FALSE
69,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
69,Subject wh-question,Frase 1,Frase 1,FALSE
70,Declarative,Frase 1,Frase 1,FALSE
70,Info-seeking wh-question,Frase 1,Frase 1,FALSE
70,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
70,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
70,Object wh question,Frase 1,Frase 2,FALSE
70,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
70,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
70,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
70,Yes/no question,Frase 1,Frase 2,FALSE
70,Counter-expectational,Frase 2,Frase 2,FALSE
70,Rhetorical question,Frase 1,Frase 1,FALSE
70,Surprise-disapproval question,Frase 2,Frase 2,FALSE
70,Declarative biased question,Frase 2,Frase 1,FALSE
70,Exclamative,Frase 1,Frase 1,FALSE
70,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
70,Subject wh-question,Frase 1,Frase 1,FALSE
71,Declarative,Frase 1,Frase 1,FALSE
71,Info-seeking wh-question,Frase 1,Frase 1,FALSE
71,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
71,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
71,Object wh question,Frase 2,Frase 2,FALSE
71,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
71,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
71,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
71,Yes/no question,Frase 1,Frase 2,FALSE
71,Counter-expectational,Frase 2,Frase 2,FALSE
71,Rhetorical question,Frase 1,Frase 1,FALSE
71,Surprise-disapproval question,Frase 2,Frase 2,FALSE
71,Declarative biased question,Frase 2,Frase 1,FALSE
71,Exclamative,Frase 1,Frase 1,FALSE
71,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
71,Subject wh-question,Frase 1,Frase 1,FALSE
72,Declarative,Frase 1,Frase 1,FALSE
72,Info-seeking wh-question,Frase 1,Frase 1,FALSE
72,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
72,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
72,Object wh question,Frase 1,Frase 2,FALSE
72,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
72,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
72,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
72,Yes/no question,Frase 1,Frase 2,FALSE
72,Counter-expectational,Frase 2,Frase 2,FALSE
72,Rhetorical question,Frase 1,Frase 1,FALSE
72,Surprise-disapproval question,Frase 2,Frase 2,FALSE
72,Declarative biased question,Frase 1,Frase 1,FALSE
72,Exclamative,Frase 1,Frase 1,FALSE
72,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
72,Subject wh-question,Frase 1,Frase 1,FALSE
73,Declarative,Frase 2,Frase 1,FALSE
73,Info-seeking wh-question,Frase 1,Frase 1,FALSE
73,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
73,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
73,Object wh question,Frase 2,Frase 2,FALSE
73,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
73,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
73,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
73,Yes/no question,Frase 1,Frase 2,FALSE
73,Counter-expectational,Frase 2,Frase 2,FALSE
73,Rhetorical question,Frase 1,Frase 1,FALSE
73,Surprise-disapproval question,Frase 2,Frase 2,FALSE
73,Declarative biased question,Frase 1,Frase 1,FALSE
73,Exclamative,Frase 1,Frase 1,FALSE
73,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
73,Subject wh-question,Frase 1,Frase 1,FALSE
74,Declarative,Frase 2,Frase 1,FALSE
74,Info-seeking wh-question,Frase 1,Frase 1,FALSE
74,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
74,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
74,Object wh question,Frase 1,Frase 2,FALSE
74,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
74,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
74,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
74,Yes/no question,Frase 2,Frase 2,FALSE
74,Counter-expectational,Frase 2,Frase 2,FALSE
74,Rhetorical question,Frase 1,Frase 1,FALSE
74,Surprise-disapproval question,Frase 2,Frase 2,FALSE
74,Declarative biased question,Frase 2,Frase 1,FALSE
74,Exclamative,Frase 1,Frase 1,FALSE
74,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
74,Subject wh-question,Frase 1,Frase 1,FALSE
75,Declarative,Frase 1,Frase 1,FALSE
75,Info-seeking wh-question,Frase 1,Frase 1,FALSE
75,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
75,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
75,Object wh question,Frase 1,Frase 2,FALSE
75,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
75,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
75,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
75,Yes/no question,Frase 2,Frase 2,FALSE
75,Counter-expectational,Frase 2,Frase 2,FALSE
75,Rhetorical question,Frase 1,Frase 1,FALSE
75,Surprise-disapproval question,Frase 2,Frase 2,FALSE
75,Declarative biased question,Frase 2,Frase 1,FALSE
75,Exclamative,Frase 1,Frase 1,FALSE
75,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
75,Subject wh-question,Frase 1,Frase 1,FALSE
76,Declarative,Frase 2,Frase 1,FALSE
76,Info-seeking wh-question,Frase 1,Frase 1,FALSE
76,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
76,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
76,Object wh question,Frase 2,Frase 2,FALSE
76,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
76,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
76,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
76,Yes/no question,Frase 1,Frase 2,FALSE
76,Counter-expectational,Frase 2,Frase 2,FALSE
76,Rhetorical question,Frase 1,Frase 1,FALSE
76,Surprise-disapproval question,Frase 2,Frase 2,FALSE
76,Declarative biased question,Frase 1,Frase 1,FALSE
76,Exclamative,Frase 1,Frase 1,FALSE
76,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
76,Subject wh-question,Frase 1,Frase 1,FALSE
77,Declarative,Frase 1,Frase 1,FALSE
77,Info-seeking wh-question,Frase 1,Frase 1,FALSE
77,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
77,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
77,Object wh question,Frase 2,Frase 2,FALSE
77,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
77,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
77,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
77,Yes/no question,Frase 1,Frase 2,FALSE
77,Counter-expectational,Frase 2,Frase 2,FALSE
77,Rhetorical question,Frase 1,Frase 1,FALSE
77,Surprise-disapproval question,Frase 2,Frase 2,FALSE
77,Declarative biased question,Frase 2,Frase 1,FALSE
77,Exclamative,Frase 1,Frase 1,FALSE
77,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
77,Subject wh-question,Frase 1,Frase 1,FALSE
78,Declarative,Frase 1,Frase 1,FALSE
78,Info-seeking wh-question,Frase 1,Frase 1,FALSE
78,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
78,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
78,Object wh question,Frase 2,Frase 2,FALSE
78,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
78,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
78,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
78,Yes/no question,Frase 2,Frase 2,FALSE
78,Counter-expectational,Frase 2,Frase 2,FALSE
78,Rhetorical question,Frase 1,Frase 1,FALSE
78,Surprise-disapproval question,Frase 2,Frase 2,FALSE
78,Declarative biased question,Frase 2,Frase 1,FALSE
78,Exclamative,Frase 1,Frase 1,FALSE
78,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
78,Subject wh-question,Frase 1,Frase 1,FALSE
79,Declarative,Frase 1,Frase 1,FALSE
79,Info-seeking wh-question,Frase 2,Frase 1,FALSE
79,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
79,"Disapproval echo-question 
(wh-to-HLP)",Frase 2,Frase 1,FALSE
79,Object wh question,Frase 1,Frase 2,FALSE
79,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
79,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
79,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
79,Yes/no question,Frase 2,Frase 2,FALSE
79,Counter-expectational,Frase 2,Frase 2,FALSE
79,Rhetorical question,Frase 1,Frase 1,FALSE
79,Surprise-disapproval question,Frase 2,Frase 2,FALSE
79,Declarative biased question,Frase 1,Frase 1,FALSE
79,Exclamative,Frase 1,Frase 1,FALSE
79,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
79,Subject wh-question,Frase 1,Frase 1,FALSE
80,Declarative,Frase 1,Frase 1,FALSE
80,Info-seeking wh-question,Frase 1,Frase 1,FALSE
80,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
80,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
80,Object wh question,Frase 2,Frase 2,FALSE
80,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
80,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
80,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
80,Yes/no question,Frase 1,Frase 2,FALSE
80,Counter-expectational,Frase 2,Frase 2,FALSE
80,Rhetorical question,Frase 1,Frase 1,FALSE
80,Surprise-disapproval question,Frase 2,Frase 2,FALSE
80,Declarative biased question,Frase 1,Frase 1,FALSE
80,Exclamative,Frase 1,Frase 1,FALSE
80,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
80,Subject wh-question,Frase 1,Frase 1,FALSE
81,Declarative,Frase 2,Frase 1,FALSE
81,Info-seeking wh-question,Frase 1,Frase 1,FALSE
81,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
81,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
81,Object wh question,Frase 1,Frase 2,FALSE
81,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
81,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
81,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
81,Yes/no question,Frase 1,Frase 2,FALSE
81,Counter-expectational,Frase 2,Frase 2,FALSE
81,Rhetorical question,Frase 1,Frase 1,FALSE
81,Surprise-disapproval question,Frase 2,Frase 2,FALSE
81,Declarative biased question,Frase 1,Frase 1,FALSE
81,Exclamative,Frase 1,Frase 1,FALSE
81,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
81,Subject wh-question,Frase 1,Frase 1,FALSE
82,Declarative,Frase 1,Frase 1,FALSE
82,Info-seeking wh-question,Frase 1,Frase 1,FALSE
82,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
82,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
82,Object wh question,Frase 1,Frase 2,FALSE
82,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
82,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
82,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
82,Yes/no question,Frase 2,Frase 2,FALSE
82,Counter-expectational,Frase 2,Frase 2,FALSE
82,Rhetorical question,Frase 1,Frase 1,FALSE
82,Surprise-disapproval question,Frase 2,Frase 2,FALSE
82,Declarative biased question,Frase 1,Frase 1,FALSE
82,Exclamative,Frase 1,Frase 1,FALSE
82,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
82,Subject wh-question,Frase 1,Frase 1,FALSE
83,Declarative,Frase 1,Frase 1,FALSE
83,Info-seeking wh-question,Frase 1,Frase 1,FALSE
83,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
83,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
83,Object wh question,Frase 1,Frase 2,FALSE
83,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
83,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
